"group","hour","avg_temperature","std","n"
"HFR",0,37.4169621749409,0.85618296719067,564
"HFR",1,37.6506172839506,0.854239329829169,135
"HFR",2,37.6922855497985,0.751605347976312,193
"HFR",3,37.6224982746722,0.687692678174678,161
"HFR",4,37.5432977461447,0.599532448310643,281
"HFR",5,37.627619047619,0.623019760201791,175
"HFR",6,37.6423772609819,0.585152707498122,215
"HFR",7,37.6161311914324,0.631473502003061,166
"HFR",8,37.4866666666667,0.648197812178285,275
"HFR",9,37.4948914431673,0.672535301006771,174
"HFR",10,37.4335978835979,0.653477943393087,210
"HFR",11,37.4591397849462,0.710135215423442,155
"HFR",12,37.2675381263617,0.672133617933262,255
"HFR",13,37.2592592592593,0.679040804277763,141
"HFR",14,37.1797720797721,0.681525289398383,195
"HFR",15,37.1379690949227,0.698995584643613,151
"HFR",16,37.0934139784946,0.638831039230173,248
"HFR",17,37.104686318972,0.748907457427423,147
"HFR",18,36.9890077243018,0.704210648034008,187
"HFR",19,37.0003831417625,0.736809491434902,145
"HFR",20,36.9639961850262,0.625070681730193,233
"HFR",21,36.968201754386,0.673123076697816,152
"HFR",22,36.9142771804062,0.653040882559381,186
"HFR",23,36.8559523809524,0.601272314621715,140
"HFR",24,36.8558368495077,0.626821617433755,237
"HFR",25,36.710663683818,0.637541835162709,149
"HFR",26,36.8087719298246,0.648675310410773,190
"HFR",27,36.7312925170068,0.641820117660229,147
"HFR",28,36.7430858806405,0.557449294997283,229
"HFR",29,36.6773504273504,0.615352352645075,156
"HFR",30,36.7111111111111,0.619204205921794,185
"HFR",31,36.5594956658786,0.532400200138188,141
"HFR",32,36.6113731656185,0.556936084659877,212
"HFR",33,36.6016081871345,0.555841586257031,152
"HFR",34,36.5522342995169,0.631675607078634,184
"HFR",35,36.5041291291291,0.578298329962049,148
"HFR",36,36.5321910695742,0.576699235261275,214
"HFR",37,36.5008051529791,0.579608487899485,138
"HFR",38,36.4725529100529,0.522503039678557,168
"HFR",39,36.4716312056738,0.562677250978578,141
"HFR",40,36.4928571428571,0.512579204851517,210
"HFR",41,36.4811035525321,0.567843429955529,147
"HFR",42,36.4872549019608,0.456406513901083,170
"HFR",43,36.5109427609428,0.546337407563825,132
"HFR",44,36.4264264264264,0.526232803230161,222
"HFR",45,36.4280575539568,0.638825987151008,139
"HFR",46,36.4240631163708,0.53512798865933,169
"HFR",47,36.4162640901771,0.550555208834455,138
"HFR",48,36.4020902090209,0.514344837685787,202
"HFR",49,36.470802919708,0.525799538668802,137
"HFR",50,36.4085163007319,0.527119572810138,167
"HFR",51,36.3905349794239,0.526650220017567,135
"HFR",52,36.4181427804616,0.464869205317446,207
"HFR",53,36.4301587301587,0.496786521793514,140
"HFR",54,36.4650900900901,0.502587593659691,148
"HFR",55,36.4086317722681,0.509218491842927,121
"HFR",56,36.4427777777778,0.485374851223399,200
"HFR",57,36.4367396593674,0.490152781829146,137
"HFR",58,36.4732510288066,0.5651423435739,162
"HFR",59,36.5146425495263,0.579747551249034,129
"HFR",60,36.4421296296296,0.533107661841031,192
"HFR",61,36.4413793103448,0.487576244888175,145
"HFR",62,36.4138389886893,0.532718670604673,167
"HFR",63,36.4457777777778,0.542703676022321,125
"HFR",64,36.4075059101655,0.556711339308315,188
"HFR",65,36.420987654321,0.534616454473229,135
"HFR",66,36.4477911646586,0.579378086634286,166
"HFR",67,36.4866666666667,0.590580514819334,125
"HFR",68,36.4461988304094,0.593471164832863,190
"HFR",69,36.4574074074074,0.687724132197091,150
"HFR",70,36.5182481751825,0.680650903319789,137
"HFR",71,36.4250194250194,0.660286987197592,143
"HFR",72,36.4578243164631,0.578206676531597,191
"HSR",0,36.9476238968092,0.936569111660285,982
"HSR",1,37.1332138590203,0.919703593197759,372
"HSR",2,37.2912808641975,0.943596662267752,432
"HSR",3,37.4490381854723,0.825453795538816,387
"HSR",4,37.4834914986161,0.791789359743423,562
"HSR",5,37.6304292929293,0.813675151706626,440
"HSR",6,37.6189502385821,0.766965834011787,489
